id,country_id,name
F93F,FR,SA immobilière pour le commerce et l'industrie (SICOMI) à conseil d'administration
FBYB,FR,Représentation ou agence commerciale d'état ou organisme public étranger immatriculé au RCS
FEEA,FR,Établissement public national ayant fonction d'administration centrale
FFQL,FR,Commune et commune nouvelle
FKG2,FR,Organisation internationale
FOUY,FR,SCP de commissaires aux comptes
FY0F,FR,Société civile immobilière
FYBN,FR,SARL mixte d'intérêt agricole (SMIA)
G7Z2,FR,SARL coopérative de construction
G8LP,FR,Sociétés Interprofessionnelles de Soins Ambulatoires 
G98S,FR,Ordre professionnel ou assimilé
GFN6,FR,SA coopérative de commerçants-détaillants à conseil d'administration
GJJJ,FR,Société d'exercice libéral à responsabilité limitée à associé unique
GLN8,FR,Centre Intercommunal d'action sociale (CIAS)
GQV4,FR,SA immobilière pour le commerce et l'industrie (SICOMI) à directoire
GXL6,FR,Autre établissement public national d'enseignement
GZCQ,FR,SCP de greffiers de tribunal de commerce
H1U2,FR,Société en nom collectif
H3Z4,FR,SA coopérative de transport à directoire
H3ZD,FR,SARL d'intérêt collectif agricole (SICA)
H4VR,FR,Société civile coopérative de consommation
HA3N,FR,Caisse de crédit municipal
HATI,FR,Association intermédiaire
HC8N,FR,SARL union de sociétés coopératives
HF2L,FR,"Association de droit local (Bas-Rhin, Haut-Rhin et Moselle)"
HMEI,FR,Autre société civile coopérative
HSYZ,FR,Autre société civile professionnelle
I0MH,FR,Société civile coopérative de construction
I8TE,FR,SA mixte d'intérêt agricole (SMIA)
IAP3,FR,Syndicat intercommunal à vocation unique (SIVU)
IC8G,FR,SCP d'avocats aux conseils
IC98,FR,SCP de commissaires-priseurs
IF7H,FR,SA coopérative de consommation à conseil d'administration
IGSV,FR,Société civile laitière
IQR2,FR,Société civile d'intérêt collectif agricole (SICA)
J9OZ,FR,Société d'exercice libéral à responsabilité limitée
JBIQ,FR,Institution de prévoyance
JFET,FR,Société de Participations Financières de Profession Libérale Société anonyme à Directoire (SPFPL SA à directoire)
JIYK,FR,Syndicat inter hospitalier
JM1W,FR,SCP de dentistes
JMO0,FR,Commission syndicale pour la gestion des biens indivis des communes
JN2P,FR,SARL unipersonnelle
JR7T,FR,SARL nationale
JU82,FR,Ministére
K39X,FR,SA union de sociétés coopératives à conseil d'administration
K5KA,FR,Régie d'une collectivité locale à caractère industriel ou commercial
K65D,FR,SA à conseil d'administration (s.a.i.)
K69X,FR,SA de crédit immobilier à directoire
K7XQ,FR,Établissement public national à caractére scientifique culturel et professionnel
K99N,FR,Comité social économique d’établissement
KBEQ,FR,Société civile immobilière d' accession progressive à la propriété
KCN5,FR,"Etablissement public administratif, cercle et foyer dans les armées"
KFR1,FR,Artisan
KMPN,FR,Établissement public national à caractére administratif
KQH7,FR,Société civile d'attribution
KS9B,FR,Syndicat patronal
KWI4,FR,SCP de masseurs-kinésithérapeutes
L25Z,FR,Société anonyme mixte d'intérêt agricole (SMIA) à conseil d'administration
L6QO,FR,Régime spécial de Sécurité Sociale
LARO,FR,Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle
LGME,FR,SA à participation ouvrière à conseil d'administration
LU8S,FR,Associé gérant de Société
LUIN,FR,SARL immobilière pour le commerce et l'industrie (SICOMI)
M1BJ,FR,Société civile de moyens
M673,FR,Société civile d'exploitation agricole
MG2O,FR,Institution interdépartementale ou entente
MMA4,FR,SA union de sociétés coopératives à directoire
MOUL,FR,Assurance mutuelle agricole
MQPZ,FR,Caisse d'épargne et de prévoyance à forme coopérative
MQU9,FR,Organisme de placement collectif en valeurs mobilières sans personnalité morale
MX8J,FR,SA coopérative de commerçants-détaillants à directoire
NBA8,FR,Autre établissement public national administratif à compétence territoriale limitée
NFCV,FR,Association coopérative inscrite (droit local Alsace Moselle)
NM07,FR,SA immobilière d'investissement à directoire
NOI8,FR,Communauté d'agglomération
NQCT,FR,(Autre) Établissement public administratif local
NUMY,FR,SA coopérative artisanale à directoire
OAGA,FR,Régime vieillesse ne dépendant pas du régime général de la Sécurité Sociale
OIQA,FR,Autre organisme professionnel
OLJ1,FR,Syndicat mixte fermé
OSLZ,FR,Société coopérative de banque populaire
OWUN,FR,Communauté de communes
P3J5,FR,Centre communal d'action sociale
P714,FR,Association fonciére de remembrement
PESN,FR,Indivision avec personne morale
PL6V,FR,Établissement public local culturel
PWKL,FR,Congrégation
PZLG,FR,Métropole
Q2A1,FR,Société commerciale étrangère immatriculée au RCS
Q634,FR,Indivision entre personnes physiques
Q8E2,FR,Société en nom collectif coopérative
QCWO,FR,Groupement agricole d'exploitation en commun (GAEC)
QU3G,FR,SA coopérative de production de HLM à conseil d'administration
QUB4,FR,Organisme consulaire
QV2O,FR,Société d'exercice libéral à forme anonyme à directoire
QVPB,FR,Société anonyme
R0B6,FR,Groupement d'intérêt économique (GIE)
R1JO,FR,Communauté urbaine
R59A,FR,Société en commandite par actions coopérative
R6WQ,FR,Groupement de coopération sanitaire à gestion publique
RD0Z,FR,Fiducie
RFWH,FR,Groupement foncier et rural
RNJZ,FR,Société de Participations Financières de Profession Libérale Société en commandite par actions (SPFPL SCA)
RNSB,FR,Société étrangère non immatriculée au RCS
RT39,FR,Société créée de fait avec personne morale
RT6Y,FR,Agent commercial
RWMC,FR,Communauté de villes
S0X8,FR,Caisse de crédit agricole mutuel
S82R,FR,Société de Participations Financières de Profession Libérale Société par actions simplifiée (SPFPL SAS)
SMZ6,FR,Société de Participations Financières de Profession Libérale Société anonyme à conseil d'administration (SPFPL SA à conseil d'administration)
SOXQ,FR,Société en libre partenariat
SSHN,FR,Régime d'assurance chômage
SWPX,FR,SA coopérative de transport à conseil d'administration
SZ63,FR,Service déconcentré de l'État à compétence (inter) régionale
T25Y,FR,SCP d'avocats
TGRE,FR,Caisse des écoles
TNPO,FR,Exploitant agricole
TOL2,FR,SA nationale à directoire
TPNT,FR,Société européenne
TUE5,FR,Office public d'habitation à loyer modéré (OPHLM)
UFM7,FR,SA coopérative de construction à directoire
UHKH,FR,Société de caution mutuelle
UQRY,FR,Ecole nationale non dotée de la personnalité morale
UUT8,FR,SCP de directeurs de laboratoire d'analyse médicale
UV02,FR,Service central d'un ministère
UZY3,FR,Établissement d'hospitalisation
V1Z5,FR,SARL coopérative ouvrière de production (SCOP)
V5SV,FR,Société civile coopérative d'intérêt maritime
V6G1,FR,Régime maladie des non-salariés non agricoles
V9QP,FR,Société à responsabilité limitée (sans autre indication)
VBC7,FR,Institution Banque de France
VBQP,FR,Fonds à forme sociétale à directoire
VD7Z,FR,Société en commandite simple
VJV5,FR,SARL d'économie mixte
VO18,FR,Établissement public local à caractére industriel ou commercial
VTFS,FR,SARL coopérative artisanale
W3LD,FR,Groupement agricole foncier
W4G1,FR,SARL coopérative de transport
WGCY,FR,Groupement d'employeurs
WXNU,FR,SCP d'huissiers
X78I,FR,Fonds à forme sociétale à conseil d'administration
XH8C,FR,"Association déclarée, reconnue d'utilité publique"
XK4T,FR,Comité social économique d’entreprise
XPX6,FR,SA coopérative ouvrière de production (SCOP) à conseil d'administration
XQBA,FR,Société en participation avec personne morale
Y1W1,FR,Section de commune
Y4VA,FR,Département
Y7G8,FR,Caisse locale de crédit mutuel
Y8WC,FR,Groupement de coopération sanitaire à gestion privée
YADL,FR,Autorité administrative ou publique indépendante
YHI5,FR,Pôle métropolitain
YJM5,FR,Officier public ou ministériel
YUCL,FR,Institution de retraite complémentaire
YX4E,FR,Société civile de placement collectif immobilier (SCPI)
Z0JP,FR,Établissement public national à caractére industriel ou commercial non doté d'un comptable public
Z2FQ,FR,Groupement d'intérêt public (GIP)
Z5WG,FR,Groupement pastoral
Z9K8,FR,Association d'avocats à responsabilité professionnelle individuelle
ZECH,FR,Syndicat mixte ouvert
ZM5P,FR,SA d'économie mixte à directoire
ZPEZ,FR,Association syndicale libre
ZQ9B,FR,Exploitant public
ZQIT,FR,SA coopérative de consommation à directoire
ZXHJ,FR,Société d'exercice libéral à forme anonyme à conseil d'administration
ZY9X,FR,Entrepreneur individuel
ZZ0X,FR,Établissement public des cultes d'Alsace-Lorraine
13AV,DE,Versicherungsverein auf Gegenseitigkeit
2HBR,DE,Gesellschaft mit beschränkter Haftung
2YZO,DE,Partnerschaftsgesellschaft mit beschränkter Berufshaftung
40DB,DE,Offene Handelsgesellschaft
63KS,DE,Unternehmergesellschaft
6QQB,DE,Aktiengesellschaft
79H0,DE,Nicht eingetragener Verein
7J3S,DE,Wirtschaftlicher Verein
8CM0,DE,Partnerschaftsgesellschaft
8Z6G,DE,Kommanditgesellschaft
9JGX,DE,Landesinnungsverband
AMKW,DE,REIT-Aktiengesellschaft
AZFE,DE,Eingetragene Genossenschaft
D40E,DE,Verein alten Rechts
FR3V,DE,Gesellschaft bürgerlichen Rechts
JMVF,DE,Investmentaktiengesellschaft
JNDX,DE,Europäische wirtschaftliche Interessenvereinigung
OL20,DE,"Einzelunternehmen, eingetragener Kaufmann, eingetragene Kauffrau"
QZ3L,DE,eingetragener Verein
SCE1,DE,Gemeinnützige Gesellschaft mit beschränkter Haftung
SGST,DE,Europäische Aktiengesellschaft
SQKS,DE,Körperschaft des öffentlichen Rechts
SUA1,DE,Europäische Genossenschaft
T0YJ,DE,Kommanditgesellschaft auf Aktien
US8E,DE,Genossenschaft
V2YH,DE,Stiftung des privaten Rechts
XLWA,DE,Anstalt des öffentlichen Rechts
YA01,DE,Gemeinnützige Aktiengesellschaft
YJ4C,DE,Kirchliche Stiftung des öffentlichen Rechts
4HD1,GH,Sole Proprietorship
56NA,GH,Private Limited By Share
I0X7,GH,Private Unlimited By Share
J5RC,GH,Private Limited By Guarantee
PH5T,GH,Public Unlimited Company
T69Z,GH,External Company
VBJW,GH,Public Limited Company
W9ZD,GH,Public Limited By Guarantee
WP5I,GH,Partnership
XWPT,GH,Subsidiary Business Name
7U4R,GI,European Economic Interest Groupings
CB98,GI,Foundations
GCCT,GI,Limited Liability Partnerships
M4TI,GI,Societe Europeas
QFLH,GI,Private Limited by Guarantee
TKPE,GI,Private Trust Company
UUYB,GI,Public Limited Company 
VJRL,GI,Private Unlimited Company
WBKH,GI,Private Limited Company
Y8CL,GI,Limited Partnerships
3RHO,GR,Naftiki eteria
54AL,GR,Eterórithmi Etería
CQ5X,GR,Εvropaiki Εtaireia
H6OR,GR,Etería Periorisménis Euthínis
HKVP,GR,Astiki (Proswpiki) Eteria
J3VJ,GR,Sinetairismos
JYKN,GR,Lipa'
L6IY,GR,Nomika Prosopa Dimosiou Dikeou
L8D6,GR,Afanis Eteria
MCWR,GR,Kinopraxia
QCA0,GR,Idiotiki kefaleouhiki Eteria
QNWW,GR,Ευρωπαϊκός Όμιλος Οικονομικού Σκοπού
QSYQ,GR,Somatia - Idrimata
TIZ2,GR,Omórithmi Etería
UCU5,GR,Εterorrythmi kata metoches etaireia
VKSR,GR,Simplioktisia
W2NK,GR,Anónimi Etería
5I7B,GU,limited liability company
GNYB,GU,sole proprietorship
KJ1Y,GU,corporation
TMK1,GU,Commercial Bank
U5RF,GU,partnership
YB1Q,GU,limited liability partnership
YNEH,GU,Savings and Loan Association
F0IC,GT,Sociedad en Comandita por Acciones
GY0L,GT,Sociedad Colectiva
RK88,GT,Sociedad de Responsabilidad Limitada
W9T7,GT,Sociedad en Comandita Simple
XH5R,GT,Sociedad Anónima
BVOE,GG,Limited Company
UO3D,GG,Limited Partnership
1Q2B,GG,company limited by guarantee
NDC3,GG,private company
UY66,GG,public company
2AUN,GG,incorporated cell
4C0J,GG,protected cell company
75XK,GG,limited partnership (without separate legal personality)
9XFK,GG,Foundation
E6J3,GG,company limited by shares
MCQP,GG,limited partnership (with separate legal personality)
NGR5,GG,mixed liability company
OT3Y,GG,company limited by guarantee
Q49K,GG,Limited Liability Partnership
QJBA,GG,incorporated cell company
YVZD,GG,unlimited liability company
12F9,HN,Sociedades de Capital Variable
6ETM,HN,Sociedad en Comandita por Acciones
E7JZ,HN,Comerciante Individual
JUDZ,HN,Sociedad Anónima
O2M6,HN,Sociedad Colectiva
RF41,HN,Sociedad en Comandita Simple
XE7O,HN,Sociedad de Responsabilidad Limitada
254M,HK,Si ren gu fen you xian gong si
254M,HK,Private company limited by shares
2QMJ,HK,Trust
85VD,HK,zhu ce shou tuo ren
85VD,HK,Registered trustee
E1SE,HK,gen ju fa li cheng li de shi ti
E1SE,HK,Entity established by Ordinance
EPG7,HK,Gong zhong gu fen  you xian gong si
EPG7,HK,Public company limited by shares
KSUS,HK,fei xiang gang gong si
KSUS,HK,Non-Hong Kong company
N3VO,HK,You gu ben de gong zhong wu xian gong si
N3VO,HK,Public unlimited company with a share capital
S2E3,HK,Dan bao  you xian gong si
S2E3,HK,Company limited by guarantee
UDG6,HK,You gu ben de si ren wu xian gong si
UDG6,HK,Private unlimited company with a share capital
XPE5,HK,you xian ze ren he huo
XPE5,HK,Limited partnership
2A44,HU,Egyéni cég
2LB5,HU,Munkavállalói Résztulajdonosi Program szervezet
4C5L,HU,Ügyvédi Iroda
4QRE,HU,Önkormányzat
4WV7,HU,Egyéb köztestület
876R,HU,Egyéb egyesület
8UEG,HU,Nyilvánosan működő részvénytársaság
8UMK,HU,Európai gazdasági egyesülés
8VH3,HU,Befektetési alap
995K,HU,Magánnyugdíjpénztár
BJ8Q,HU,Egyéni vállalkozás
BKUX,HU,Zártkörűen működő részvénytársaság
BMYJ,HU,Egyéb alapítvány
BSK1,HU,Oktatási intézmények
DN6F,HU,Kölcsönös biztosító egyesület
DPY1,HU,Egyéb szövetkezet
EO9F,HU,Részvénytársaság
ESTU,HU,Társasház
HTJD,HU,Közhasznú társaság
J6MO,HU,Közkereseti társaság
LNY0,HU,Egyházi szervezetek
M1DW,HU,Önkéntes kölcsönös biztosítópénztár
NZAI,HU,Külföldi székhelyű vállalkozás kereskedelmi képviselete
OII5,HU,Egyéni ügyvéd
P9F2,HU,Korlátolt felelősségű társaság
QYV5,HU,Költségvetési szerv
S3DA,HU,Betéti társaság
TQ3O,HU,"Egyéb, máshova nem sorolt jogi személyiségű vállalkozás"
TSVO,HU,Szövetség (kivéve sportszövetség)
UD8K,HU,Külföldi székhelyű vállalkozás fióktelepe
V3LT,HU,Erdőbirtokossági Társulat
X0SX,HU,Takarék- és hitelszövetkezet
XW5U,HU,Európai részvénytársaság
Y64R,HU,Országos betétbiztosítási alap
ZQAQ,HU,Közjegyzői iroda
2OJP,IS,Samlagshlutafélag
8T79,IS,Samlagsfélag
CMHQ,IS,Evrópufélag
E4KB,IS,Hlutafélag
M8SS,IS,Einkahlutafélag
180P,IN,Stand Alone Primary Dealer
2DVA,IN,Cooperative Society
2Y95,IN,Special Purpose Vehicle - Company
36YD,IN,Unlimited Company
3VSP,IN,Public Financial Institutions
4QIE,IN,Sole Proprietorship
70GJ,IN,Government Organization
8ZLF,IN,Special Purpose Vehicle - Trust
9ME5,IN,Non profit company
A0PS,IN,Partnership Firm
DDKQ,IN,Public Limited Company
DW2W,IN,Company Limited by Guarantee
EX8U,IN,Alternative Investment Fund
FC7L,IN,Housing Finance Company
FPZK,IN,Banking Company - Scheduled Urban Cooperative Bank
HBQK,IN,Alternate Investment Fund - Sub scheme
I47Z,IN,One Person Company
JKJX,IN,Provident fund / Superannuation fund / Gratuity fund / Insurance Fund
K361,IN,Special Purpose Vehicle-Coop  / Multistate Coop Society
K4OX,IN,Special Purpose Vehicle - Partnership Firm
KJ0B,IN,Insurance Company
NBCI,IN,Banking Company - Others
NFPC,IN,Non-Banking Finance Company
OYDA,IN,Pension Funds
QCSO,IN,Multistate Cooperative Society
U5S6,IN,Limited Liability Partnership
U8NM,IN,Mutual Fund
VX5J,IN,Mutual Fund-Sub Scheme
W0G7,IN,Pension Funds-Sub Scheme
W9FI,IN,Trust
X4IT,IN,Government Company
XTZG,IN,Banking Company - Nationalised Bank
YSP9,IN,Private Limited Company
72I6,ID,Koperasi
B8VT,ID,Commanditaire Vennootschap
BJT3,ID,Firma
HELT,ID,Yayasan
JAJS,ID,Perseroan Terbatas Penanaman Modal Asing
UD1V,ID,Perseroan Terbatas
V05A,ID,Persekutuan Perdata
XFHP,ID,Usaha Dagang
2GV9,IE,Irish Collective Asset-management Vehicle
363J,IE,European Economic Interest Grouping
363J,IE,Grupail Eorpach um Leas Eacnamaioch
54SK,IE,Friendly Society
5AX8,IE,Designated Activity Company Limited by Guarantee
5AX8,IE,Cuideachta Ghníomhaíochta Ainmnithe
9BPE,IE,Credit Union
C58S,IE,Company Limited by Guarantee
C58S,IE,Cuideachta faoi Theorainn Ráthaíochta
DWS3,IE,General Partnership
FF1D,IE,Public Unlimited Company that has no share capital
FF1D,IE,Cuideachta Neamhtheoranta
HNJK,IE,Limited Partnership
JXDX,IE,Societas Europaea
KMFX,IE,Private Unlimited Company
KMFX,IE,Cuideachta Neamhtheoranta
LGWG,IE,Designated Activity Company
LGWG,IE,Cuideachta Ghníomhaíochta Ainmnithe
LMIM,IE,Limited company
LMIM,IE,Teoranta
LZIC,IE,Investment Limited Partnership
LZIC,IE,comhpháirtíocht theoranta infheistíochta
MNQ7,IE,Private Company Limited by Shares
MNQ7,IE,Teoranta
URQH,IE,Public Unlimited Company
URQH,IE,Cuideachta Neamhtheoranta
VYAX,IE,Public Limited Company
VYAX,IE,Cuideachta Phoiblí Theoranta
ZJS8,IE,Industrial and Provident Society
1G26,IM,Public Limited by Guarantee and not having a Share Capital (1931 Act)
5ABK,IM,Unlimited with Shares (2006 Act)
CDXK,IM,Limited Liability Company
EMLA,IM,Limited Partnership - without Legal Personality
FI4M,IM,Industrial and Building Society
FMPL,IM,Private Limited by Guarantee and not having a Share Capital (1931 Act)
G4V6,IM,Public Unlimited and having a Share Capital (1931 Act)
JHC4,IM,Foundation
M44Y,IM,Limited by Shares and by Guarantee (2006 Act)
OESH,IM,Public Limited by Guarantee and having a Share Capital (1931 Act)
QZTT,IM,Private Limited by shares (1931 Act)
SAI8,IM,Private Unlimited and having a Share Capital (1931 Act)
SP9F,IM,Limited by Guarantee (2006 Act)
TE79,IM,Limited Partnership - with Legal Personality
TQ3Z,IM,Limited by Shares (2006 Act)
TV5P,IM,Unlimited without Shares (2006 Act)
VC3E,IM,Private Limited by Guarantee and having a Share Capital (1931 Act)
ZGPY,IM,Public Limited by Shares (1931 Act)
135L,IT,Societa' Costituita In Base A Leggi Di Altro Stato
1RI9,IT,Ente Ecclesiastico Civilmente Riconosciuto
1TON,IT,Associazione
2J7Z,IT,Consorzio con attivita' Esterna
2SZI,IT,Ente Sociale
2XXH,IT,Societa' Semplice
5ODO,IT,Ente Diritto Pubblico
634M,IT,Gruppo Europeo Di Interesse Economico
70X0,IT,Fondazione Impresa
75WC,IT,Fondazione
8AXV,IT,Societa' Consortile Cooperativa a Responsabilita' Limitata
8GU1,IT,Societa' A Responsabilita' Limitata Semplificata
9KGS,IT,Societa' Cooperativa Europea
ADAZ,IT,Istituto Religioso
ARJF,IT,Ente Morale
B5TO,IT,Societa' a Responsabilita' Limitata con Unico Socio
BL52,IT,Societa' Consortile A Responsabilita' Limitata
C1IC,IT,Societa' Cooperativa Consortile
CGSO,IT,Societa' in Accomandita Semplice
CTNS,IT,Societa' Cooperativa a Responsabilita' Limitata
DCRK,IT,Consorzio Fidi
DLS4,IT,Societa' in Accomandita per Azioni
DSSD,IT,Azienda Autonoma Statale
H7D4,IT,Soggetto Estero
HN75,IT,Consorzio
IMHA,IT,Ente Ecclesiastico
K021,IT,Contratto Di Rete Dotato Di Soggettivita' Giuridica
K26L,IT,Ente
KCHO,IT,Azienda Speciale Di Cui Al Dlgs 267/2000
KCSG,IT,Ente Impresa
KXZT,IT,Azienda Speciale
L1ZJ,IT,Azienda Municipale
LHBB,IT,Impresa Individuale
LZZD,IT,Societa' Consortile Per Azioni
NDEW,IT,Societa' Consortile Cooperativa
OQ8C,IT,Fondo Pensione
OV32,IT,Societa' A Responsabilita' Limitata
P418,IT,Societa' Per Azioni
PHMS,IT,Cooperativa Sociale
QRZJ,IT,Societa' Cooperativa
RWZD,IT,Altre Forme
SBQN,IT,Consorzio senza Attivita' Esterna
SSP9,IT,Azienda Speciale Rea
T2X1,IT,Societa' In Nome Collettivo
VA1V,IT,Societa' Di Mutuo Soccorso
VDRB,IT,Consorzio Municipale
VUPE,IT,Societa' Europea
W2PE,IT,Societa' non prevista dalla Legislazione Italiana
W9SC,IT,Mutua Assicurazione
WPED,IT,Associazione Impresa
WRU2,IT,Societa' Consortile in Accomandita Semplice
X32V,IT,Societa' per Azioni con Socio Unico
X62Z,IT,Consorzio Di Cui Alla Dlgs 267/2000
ZG6S,IT,Ente Pubblico Economico
ZU9S,IT,Piccola Societa' Cooperativa a Responsabilita' Limitata
ZZOG,IT,Societa' Tra Professionisti
7ZU4,JM,collective investment scheme company
EBRQ,JM,unlimited company
HCBE,JM,company limited by shares
N97C,JM,company limited by guarantee
PFY0,JM,partnership
TLCB,JM,non profit company
WVQN,JM,sole trader
2NRQ,JP,chihokokyoudantai
5MVV,JP,gousigaisya
7QQ0,JP,goudougaisya
DYQK,JP,yugengaisya
IUVI,JP,goumeigaisya
MXMH,JP,gaikokugaisyatou
N3JU,JP,sonotaseturitutoukihouzin
R4LR,JP,kuninokikan
T417,JP,kabusikigaisya
VQLD,JP,sonota
21F4,JE,Separate Limited Partnerships
33IP,JE,Incorporated Limited Partnerships
40A7,JE,Foundation
7RZH,JE,Limited Liability Partnership
JOX1,JE,Public Limited Company
LO9A,JE,Private Limited by Guarantee
SQXV,JE,Private Limited Company
UBWU,JE,Limited Partnership
2R82,JO,sharikat raas almal almughamir
6B39,JO,alsharika zat almasuwliat almahduda
6KSC,JO,sharikat altawsia albasita
9NBN,JO,sharikat altadamun
BL60,JO,alsharika almusahama aleama
FZAC,JO,alsharika almusahama alkhasa
IXQK,JO,sharikat altawsia bial'ashum
SAST,JO,alsharika alty la tahdof litahqiq alribh
12KO,KR,HoeSaHyeong fund
5RCH,KR,JuSikHoeSa
AHJG,KR,JoHabHyeong fund
AKF5,KR,JaeDanBeobIn
AXEQ,KR,HabMyeongHoeSa
BW92,KR,HabJaHoeSa
EO0G,KR,ByeonAcBoHeom
GF7G,KR,GaeInSaEopJa
J3U5,KR,YuHanHoeSa
QU16,KR,GukGa(JeoungBu)
UDJG,KR,YuHanChaekImHoeSa
UGVB,KR,SinTakHyeong fund
VTH4,KR,BiYeongRi SaDanBeobIn
WUJC,KR,GongGongDanChe
3YUD,XK,Ndërmarrjet shoqërore nën administrimin e Agjencisë Kosovare të Privatizimit
B56A,XK,Zyra e Përfaqësisë së Shoqërisë së Huaj Tregtare në Kosovë
CRX3,XK,Kooperativa Bujqësore
D37H,XK,Shoqëri me Përgjegjësi të Kufizuar
OZDY,XK,Dega e Shoqërisë së Huaj Tregtare në Kosovë
Q22D,XK,Shoqëri aksionare
QZEN,XK,Biznes Individual
T2X0,XK,Ortakëri e Përgjithshme
W5H8,XK,Ndërmarrjet publike sipas ligjit në fuqi për ndërmarrjet publike
W7KV,XK,Ortakëri e Kufizuar
1IPK,LV,Komandītsabiedrība
3LCY,LV,Pilnsabiedrība
5ULL,LV,Eiropas Ekonomisko interešu grupa
AZTM,LV,Eiropas komercsabiedrība
BS22,LV,Individuālais komersants
ES2D,LV,Sabiedrība ar ierobežotu atbildību
VJBO,LV,Akciju sabiedrība
CD8F,LS,Non-profit Company
K6G7,LS,Public Company
S02Y,LS,External Company
S779,LS,Private Company
1DGT,LI,Treuunternehmen
1SOY,LI,Europäische Genossenschaft
32HC,LI,Verein
53QF,LI,Treuhänderschaft
7RRP,LI,Aktiengesellschaft
ANSR,LI,Kommanditgesellschaft
BSZ8,LI,Stiftung
IF49,LI,Genossenschaft
K98U,LI,Europäische Wirtschaftliche Interessenvereinigung
NDID,LI,Kollektivgesellschaft
TMU1,LI,Anstalt
TV8Y,LI,Kollektivtreuhänderschaft
WAK8,LI,Europäische Gesellschaft
Y8LH,LI,Gesellschaft mit beschränkter Haftung
13T9,LT,Europos bendrovės
4ZF3,LT,Valstybės įmonės
5BY2,LT,Europos kooperatinės bendrovės
5CIE,LT,Advokatų profesinės bendrijos
5TA8,LT,Šeimynos
6JDN,LT,Profesinės sąjungos ir jų susivienijimai
81KA,LT,Akcinės bendrovės
A2GC,LT,"Religines bendruomenes, bendrijos ir centrai"
A338,LT,Individualios įmonės
BGPJ,LT,Europos ekonominių interesų grupės
BPLS,LT,Uždarosios akcinės bendrovės
DLCX,LT,Tikrosios ūkinės bendrijos
E4HU,LT,"Lietuvos prekybos, pramonės ir amatų rūmų asociacija"
F2TQ,LT,Tradicinės religinės bendruomenės ar bendrijos
F2ZF,LT,Asociacijos
HGMH,LT,Labdaros ir paramos fondai
HJ1Y,LT,Bendrijos
K4GR,LT,Biudžetinės įstaigos
KWBA,LT,Viešosios įstaigos
LUGM,LT,Kooperatinės bendrovės (kooperatyvai)
LUOA,LT,Komanditinės ūkinės bendrijos
NVPY,LT,Privačių detektyvų bendrijos
Q4A3,LT,"Prekybos, pramonės ir amatų rūmai"
Q8UI,LT,Nuolatinės arbitražo institucijos
QG9Y,LT,Sodininkų bendrijos
QRXD,LT,Europos teritorinio bendradarbiavimo grupės
SFK9,LT,Bendras valdymo ir pranešimų centras
SFYA,LT,Mažosios bendrijos
UHNL,LT,Žemės ūkio bendrovės
WQRG,LT,Centrinis bankas
X8J8,LT,Politinės partijos
YRXK,LT,Savivaldybių įmonės
2IGL,LU,Entreprise individuelle
2JEI,LU,Association sans but lucratif
2S2U,LU,Association d'épargne pension
5DWL,LU,Association momentanée
5GGB,LU,Société anonyme
63P9,LU,Société en commandite simple
68J6,LU,Association agricole
7SIZ,LU,mutuelle
81G5,LU,Société en commandite par actions
9C91,LU,Société d’épargne-pension à capital variable
AIR5,LU,Fond commun de placement
ATQY,LU,Société en nom collectif
BEAN,LU,Société d'investissement à capital fixe
BKAB,LU,Association d'assurances mutuelles
DVXS,LU,Société à responsabilité limitée
EUT4,LU,société à responsabilité limitée simplifiée
FG84,LU,Societas Cooperativa Europaea
HHR4,LU,Société par actions simplifiée
JIWD,LU,Autres personnes morales dont l'immatriculation est prévue par l'article 1 de la loi modifiée du 19 décembre 2002 concernant le registre de commerce et des sociétés ainsi que la comptabilité et les comptes annuels des entreprises
LCR0,LU,Groupement d'intérêt économique
SQ1A,LU,Société civile
STBC,LU,Société coopérative organisée sous forme de société anonyme
U8KA,LU,Société en commandite spéciale
UDY2,LU,Société d'investissement à capital variable
V19Y,LU,Fondation
V5OS,LU,Société coopérative
V7QY,LU,Groupement européen d’intérêt économique
WCEP,LU,société européenne
ZFFA,LU,Etablissement public
7OYN,MY,Public Company
7OYN,MY,Berhad
SP51,MY,Limited Liability Partnership
SV3F,MY,Business
XEOV,MY,Private Company
XEOV,MY,Sendirian Berhad
2SPI,MY,Labuan Islamic Limited Partnership
6HT0,MY,Labuan Limited Partnership
95AW,MY,Labuan Islamic Charitable Trust
JH78,MY,Labuan Company (Limited By Guarantee)
LA66,MY,Labuan Islamic Other Trust
MEHL,MY,Labuan Islamic Recognized Limited Liability Partnership
NO8C,MY,Labuan Foreign Company
NY3P,MY,Labuan Islamic Special Trust
OO14,MY,Labuan Islamic Limited Liability Partnership
P0LR,MY,Labuan Company (Unlimited)
P0TZ,MY,Labuan Limited Liability Partnerships
PBQH,MY,Labuan Trust
PWX8,MY,Labuan Islamic Foundation
QOO6,MY,Labuan Protected Cell Company
S7R4,MY,Labuan Pre-Incorporated Company
SP0A,MY,Labuan Foundation
T5HS,MY,Labuan Isalmic Trust
T635,MY,Labuan Islamic Spendthrift/Protective Trust
TGWE,MY,Labuan Islamic Purpose Trust
TXCW,MY,Labuan Recognized Limited Liability Partnership
ZWYK,MY,Labuan Company (Limited By Share)
3U3Y,MT,foundation
9QHJ,MT,government entity
